Paper Title;Year;Author;Publication;Url of paper
Image segmentation and defect detection techniques using homogeneity;2015.0;B Rajitha, A Tiwari, S Agarwal;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7154948/
Wavelet-based defect detection in solar wafer images with inhomogeneous texture;2012.0;WC Li, DM Tsai;Elsevier;https://www.sciencedirect.com/science/article/pii/S003132031100313X
Surface defect detection and classification in mandarin fruits using fuzzy image thresholding, binary wavelet transform and linear classifier model;2012.0;A Kamalakannan…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6416829/
Fabric defect detection based on lightweight neural network;2019.0;Z Liu, J Cui, C Li, M Wei, Y Yang;Springer;https://link.springer.com/chapter/10.1007/978-3-030-31654-9_45
Fabric defect detection using multi-level tuned-matched Gabor filters;2012.0;KL Mak, P Peng, KFC Yiu;aimsciences.org;https://www.aimsciences.org/journals/displayArticlesnew.jsp?paperID=7305&utm_source=TrendMD&utm_medium=cpc&utm_campaign=Journal_of_Industrial_%2526_Management_Optimization_TrendMD_0
Unsupervised surface defect detection using deep autoencoders and data augmentation;2018.0;A Mujeeb, W Dai, M Erdt…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8590071/
Printed circuit board defect detection using deep learning via a skip-connected convolutional autoencoder;2021.0;J Kim, J Ko, H Choi, H Kim;mdpi.com;https://www.mdpi.com/1424-8220/21/15/4968
A survey of surface defect detection of industrial products based on a small number of labeled data;2022.0;Q Jin, L Chen;arxiv.org;https://arxiv.org/abs/2203.05733
Fabric defect detection using activation layer embedded convolutional neural network;2019.0;W Ouyang, B Xu, J Hou, X Yuan;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8701450/
Automated surface defect detection framework using machine vision and convolutional neural networks;2022.0;SA Singh, KA Desai;Springer;https://link.springer.com/article/10.1007/s10845-021-01878-w
100-nm defect detection using an existing image acquistion system;1998.0;A Vacca, BG Eynon Jr…;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/3412/0000/100-nm-defect-detection-using-an-existing-image-acquistion-system/10.1117/12.328857.short
Tire defect detection using fully convolutional network;2019.0;R Wang, Q Guo, S Lu, C Zhang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8678643/
EUV pattern defect detection sensitivity based on aerial image linewidth measurements;2009.0;KA Goldberg, I Mochi, P Naulleau, T Liang…;avs.scitation.org;https://avs.scitation.org/doi/abs/10.1116/1.3264676
An efficient convolutional neural network model based on object-level attention mechanism for casting defect detection on radiography images;2020.0;C Hu, Y Wang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8948332/
Wood defect detection using grayscale images and an optimized feature set;2006.0;P Cavalin, LS Oliveira, AL Koerich…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/4153166/
Crack-like defect detection and sizing from image segmentation through co-occurrence matrix analysis;1992.0;J Moysan, P Benoist, G Corneloup, IE Magnin;Elsevier;https://www.sciencedirect.com/science/article/abs/pii/0041624X9290091Y
The defect detection of personalized print based on template matching;2017.0;B Ma, W Zhu, Y Wang, H Wu, Y Yang…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8278352/
Image defect detection and segmentation algorithm of solar cell based on convolutional neural network;2021.0;S Tian, W Li, S Li, G Tian, L Sun…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9408827/
Defect detection of industrial products using image segmentation and saliency;2021.0;PA Prabha, M Bharathwaj, K Dinesh…;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1916/1/012165/meta
Fabric textile defect detection, by selecting a suitable subset of wavelet coefficients, through genetic algorithm;2011.0;N Heidari, R Azmi, B Pishgoo;academia.edu;https://www.academia.edu/download/76244036/IJIP-335.pdf
An image-based approach for defect detection on decorative sheets;2018.0;B Zhou, X He, Z Zhou, X Le;Springer;https://link.springer.com/chapter/10.1007/978-3-030-04212-7_58
Real-time implementation of fabric defect detection based on variational automatic encoder with structure similarity;2021.0;W Wei, D Deng, L Zeng, C Zhang;Springer;https://link.springer.com/article/10.1007/s11554-020-01023-5
Fabric defect detection using salience metric for color dissimilarity and positional aggregation;2018.0;K Zhang, Y Yan, P Li, J Jing, X Liu, Z Wang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8453016/
Medicine glass bottle defect detection based on machine vision;2019.0;L Fu, S Zhang, Y Gong, Q Huang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8832688/
Surface defects detection for ceramic tiles using image processing and morphological techniques;2005.0;H Elbehiery, A Hefnawy, M Elewa;Citeseer;https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.193.441&rep=rep1&type=pdf
Weld Defect Detection and Image Defect Recognition Using Deep Learning Technology;2021.0;Y Cheng, HG Deng, YX Feng, JJ Xiang;researchsquare.com;https://www.researchsquare.com/article/rs-149365/latest.pdf
Automatic defect detection of print fabric using convolutional neural network;2021.0;S Chakraborty, M Moore…;arxiv.org;https://arxiv.org/abs/2101.00703
Defect detection of PCB based on Bayes feature fusion;2018.0;Z Lu, Q He, X Xiang, H Liu;Wiley Online Library;https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/joe.2018.8270
Automated surface defect detection for cold-rolled steel strip based on wavelet anisotropic diffusion method;2014.0;W Liu, Y Yan;researchgate.net;https://www.researchgate.net/profile/Weiwei-Liu-27/publication/264837638_Automated_surface_defect_detection_for_cold-rolled_steel_strip_based_on_wavelet_anisotropic_diffusion_method/links/54200ade0cf241a65a1afad1/Automated-surface-defect-detection-for-cold-rolled-steel-strip-based-on-wavelet-anisotropic-diffusion-method.pdf
Fabric defect detection based on faster RCNN;2018.0;B Wei, K Hao, X Tang, L Ren;Springer;https://link.springer.com/chapter/10.1007/978-3-319-99695-0_6
A weakly supervised surface defect detection based on convolutional neural network;2020.0;L Xu, S Lv, Y Deng, X Li;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9020085/
Mosaic defect detection in digital video;2010.0;SF Sun, S Han, G Wang, Y Xu…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5659234/
Fabric defect detection using discrete curvelet transform;2018.0;P Anandan, RS Sabeenian;Elsevier;https://www.sciencedirect.com/science/article/pii/S1877050918310032
PCB defect detection using image subtraction algorithm;2015.0;A Suhasini, SD Kalro, BG Prathiksha…;academia.edu;https://www.academia.edu/download/37671107/IJCST-V3I3P1.pdf
Few-shot learning combine attention mechanism-based defect detection in bar surface;2019.0;Q Lv, Y Song;jstage.jst.go.jp;https://www.jstage.jst.go.jp/article/isijinternational/59/6/59_ISIJINT-2018-722/_article/-char/ja/
Automated PCB identification and defect-detection system (APIDS);2019.0;SU Rehman, KF Thang, NS Lai;academia.edu;https://www.academia.edu/download/63905279/33_25Jun18_12Apr_12657_KaFeiThang_edit_mita20200713-31894-1okz8q7.pdf
Real-time fabric defect detection and control in weaving processes;1996.0;JL Dorrity, G Vachtsevanos…;p2infohouse.org;https://p2infohouse.org/ref/08/07034.pdf
Fast defect detection for various types of surfaces using random forest with VOV features;2015.0;BK Kwon, JS Won, DJ Kang;Springer;https://link.springer.com/article/10.1007/s12541-015-0125-y
Review of thermal imaging systems in composite defect detection;2013.0;IJ Aldave, PV Bosom, LV González…;Elsevier;https://www.sciencedirect.com/science/article/pii/S1350449513001448
Defect detection and evaluation of ultrasonic infrared thermography for aerospace CFRP composites;2013.0;B Yang, Y Huang, L Cheng;Elsevier;https://www.sciencedirect.com/science/article/pii/S1350449513001011
Synthetic data generation for steel defect detection and classification using deep learning;2021.0;A Boikov, V Payor, R Savelev, A Kolesnikov;mdpi.com;https://www.mdpi.com/2073-8994/13/7/1176
Fabric defect detection system;2020.0;T Mahmud, J Sikder, RJ Chakma…;Springer;https://link.springer.com/chapter/10.1007/978-3-030-68154-8_68
Active health monitoring of an aircraft wing with embedded piezoelectric sensor/actuator network: I. Defect detection, localization and growth monitoring;2007.0;X Zhao, H Gao, G Zhang, B Ayhan, F Yan…;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/0964-1726/16/4/032/meta
An adaptive image preprocessing algorithm for defect detection in Douglas-fir veneer;1993.0;DA Butler, JW Funck, CC Brunner;search.proquest.com;https://search.proquest.com/openview/fa787eb788f28983a1ebd7ea0318cfd2/1?pq-origsite=gscholar&cbl=25222
Development of real-time defect detection algorithm for high-speed steel bar in coil (BIC);2006.0;JP Yun, Y Park, B Seo, SW Kim, SH Choi…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/4108061/
Improved defect detection using support vector machines and wavelet feature extraction based on vector quantization and SVD techniques;2003.0;DA Karras;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/1223774/
Deep regression neural network for industrial surface defect detection;2020.0;Z He, Q Liu;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9003234/
The fabric defect detection technology based on wavelet transform and neural network convergence;2013.0;Z Kang, C Yuan, Q Yang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6720367/
Sparse dictionary reconstruction for textile defect detection;2012.0;J Zhou, D Semenovich, A Sowmya…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6406583/
Defect detection of rail surface with deep convolutional neural networks;2018.0;Z Liang, H Zhang, L Liu, Z He…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8630525/
Computer vision–based automatic rod-insulator defect detection in high-speed railway catenary system;2018.0;Y Han, Z Liu, DJ Lee, W Liu…;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.1177/1729881418773943
Automatic texture defect detection using Gaussian mixture entropy modeling;2017.0;S Susan, M Sharma;Elsevier;https://www.sciencedirect.com/science/article/pii/S0925231217302916
Automatic defect detection and counting in radiographic weldment images;2010.0;M Thiruganam, SM Anouncia, S Kantipudi;Citeseer;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.206.3314&rep=rep1&type=pdf
Multivariate image analysis in gaussian multi-scale space for defect detection;2009.0;D Liang, W Deng, X Wang, Y Zhang;Springer;https://link.springer.com/article/10.1016/S1672-6529(08)60118-3
Joint-Prior-Based Uneven Illumination Image Enhancement for Surface Defect Detection;2022.0;Y Qiu, S Niu, T Niu, W Li, B Li;mdpi.com;https://www.mdpi.com/2073-8994/14/7/1473
Pandrol track fastener defect detection based on local convolutional neural networks;2021.0;A Ma, Z Lv, X Chen, L Li, Y Qiu…;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.1177/0959651820953679
Yarn-dyed fabric defect detection with YOLOV2 based on deep convolution neural networks;2018.0;H Zhang, L Zhang, P Li, D Gu;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8516094/
Automatic defect detection in industrial radioscopic and ultrasonic images;1996.0;SW Lawson;search.proquest.com;https://search.proquest.com/openview/d10630c16a589459c00e4fb66864a1ab/1?pq-origsite=gscholar&cbl=2026366&diss=y
Computer-vision-based fabric defect detection: A survey;2008.0;A Kumar;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/4418522/
An approach to defect detection in materials characterized by complex textures;1990.0;D Brzakovic, H Beck, N Sufi;Elsevier;https://www.sciencedirect.com/science/article/pii/003132039090052M
An analytical study of the pulsed thermography defect detection limit;2012.0;DP Almond, SG Pickering;aip.scitation.org;https://aip.scitation.org/doi/abs/10.1063/1.4704684
Fabric defect detection algorithm based on Gabor filter and low-rank decomposition;2016.0;D Zhang, G Gao, C Li;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10033/100330L/Fabric-defect-detection-algorithm-based-on-Gabor-filter-and-low/10.1117/12.2244861.short
Rail surface defect detection method based on YOLOv3 deep learning networks;2018.0;S Yanan, Z Hui, L Li, Z Hang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8623082/
An end-to-end learning method for industrial defect detection;2019.0;Y Wu, D Guo, H Liu, Y Huang;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/AA-08-2018-114/full/html
A Four-Stage Product Appearance Defect Detection Method With Small Samples;2022.0;X Xie, R Zhang, L Peng, S Peng;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9851632/
Automatic defect detection on hot-rolled flat steel products;2012.0;S Ghorai, A Mukherjee, M Gangadaran…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6336815/
Automatic semiconductor wafer image segmentation for defect detection using multilevel thresholding;2016.0;NH Saad, AE Ahmad, HM Saleh…;matec-conferences.org;https://www.matec-conferences.org/articles/matecconf/abs/2016/41/matecconf_icongdm2016_01103/matecconf_icongdm2016_01103.html
Application of undecimated wavelet transform to surface defect detection of hot rolled steel plates;2008.0;X Wu, K Xu, J Xu;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/4566708/
Image-based process monitoring via adversarial autoencoder with applications to rolling defect detection;2019.0;H Yan, HM Yeh, N Sergin;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8843313/
Effective defect detection in thin film transistor liquid crystal display images using adaptive multi-level defect detection and probability density function;2011.0;SY Kim, YC Song, CD Jung, KH Park;Springer;https://link.springer.com/article/10.1007/s10043-011-0041-z
